"Title","Genres","Release Date","Release Country","Movie Rating","Review Rating","Movie Run Time","Plot","Cast","Language","Filming Locations","Budget"
"Collapse (2011)"," Horror| Thriller","23-Sep-14","USA","NOT RATED",4.9,"88 min","Directed by Jason Bolinger, Insane Mike Saunders. With Chris Mulkey, Karen Landry, Travis Slade Reinders, Linnea Quigley. The normal worries of a struggling small town farmer are blown away when the world is suddenly overrun by undead monsters. How can a good man protect and provide for his family in a hostile world without becoming a monster himself?","Chris Mulkey|Karen Landry|Travis Slade Reinders|Linnea Quigley|Angela Gollan|Michael Cornelison|Travis Shepherd|Clint Curtis|Mike Tweeton|Ray H. Thompson|Justin Marxen|Ethan Henry|Troy Hollatz|Justin Beahm|Lauren Bartusek","English","West Branch, Iowa, USA","$625,000 "
"Crayon Shinchan: My Moving Story (2015)"," Animation| Adventure| Comedy| Horror| Thriller","18-Apr-15","Japan",,7.1,,"Directed by Masakazu Hashimoto. With Keiji Fujiwara, Satomi Kôrogi, Daisuke Namikawa, Miki Narahashi.","Keiji Fujiwara|Satomi Kôrogi|Daisuke Namikawa|Miki Narahashi|Maaya Sakamoto|Rino Sashihara|Akiko Yajima","Japanese",,
"Roadside Massacre (2012)"," Horror","12-Sep-13","Germany","UNRATED",2.7,"83 min","Directed by Scott Kirkpatrick. With Marina Resa, Elio Mardini, Dusty Probert, Matthew Schiltz. Five teens struggle for their lives after becoming stranded in a cannibal infested mountain town.","Marina Resa|Elio Mardini|Dusty Probert|Matthew Schiltz|Fragino M. Arola|Summer Lima|Master Dave Johnson|Jordan Martin|Scott Seargeant|Christina L. Tellifson|Mark MacPherson|Nicole Margulis|Alexis Schneider|Jason James|Michael Jaurigue","English",,"$325,000 "
"Everto (2015)"," Drama| Horror| Mystery","23-May-16","USA","NOT RATED",4.2,"114 min","Directed by Antoine McKnight. With Alessandra Spoletini, Allison Schuette, Jonathan Schneider, Michael Schneider. Skylar is witness to the aftermath of a murder, but the killer doesn't come after her. Instead, he torments her by testing her will to survive.","Alessandra Spoletini|Allison Schuette|Jonathan Schneider|Michael Schneider|Thomas Ouimette|Adam Yoder|Heather Nelson|Erica Matthews|Sean Demma|Dave Madden|Kevin Herrera|Jamie Morgan|James S. Cacciatore|Kyle Robertson|Chelsey Gibson","English",,"$15,000 "
"The 13th Unit (2014)"," Horror| Sci-Fi| Thriller","1-Feb-14","USA",,2.7,"79 min","Directed by Theophilus Lacey. With John Allen Phillips, Lance Aaron, Aidan Bristow, Robbie Daymond. Seven strangers find themselves trapped in an underground storage facility, struggling to survive while being hunted by a supernatural beast that resides inside the mysterious 13th unit.","John Allen Phillips|Lance Aaron|Aidan Bristow|Robbie Daymond|Rocki DuCharme|Carlos Joseph|Kate Kelly|Amanda May|Jenna McCombie|Matthew Keoki Miller|Chris Noonan|Barry Onody|Sarah Yahr Tucker","English","Loyola Marymount University - 1 LMU Drive, Westchester, Los Angeles, California, USA","$18,000 "
"The Crypt (2009)"," Horror","29-Jan-15","Peru","R",3.4,"84 min","Directed by Craig McMahon. With Sarah Oh, Mike Ranallo, Abra May, Cristen Irene. Six young criminals break into hidden catacombs and attempt to steal jewels, but some inhabitants are guarding the precious belongings. After being trapped in this dark maze of crypts, the group tries to escape alive.","Sarah Oh|Mike Ranallo|Abra May|Cristen Irene|Joanna Ke|Delaina Stevens|R. Keith Wilson|Nathan Hill|Michael David Hill|Hollywood Yates|Seth Gandrud|Savanah D. McMahon|E. Adam Thomas","English|Spanish","Scottsdale, Arizona, USA","$1,350,000 "
"Demon (2013)"," Horror","1-Sep-13","USA","TV-MA",3.2,,"Directed by Rob Walker. With Jasmine Waltz, Michael Placencia, Bill Houskeeper, Joel D. Wynkoop. After being cleared in an internal investigation F.B.I. special agent Nicole Diaz is reinstated and sent back home to the town of Oro Negro to help solve several bizarre murders of two agents in Sarasota Fl. She's met with disdain by the local Sheriff, a good old boy who doesn't believe they are being taken seriously and is insulted they sent a woman. At first, it's thought the killings are ...","Jasmine Waltz|Michael Placencia|Bill Houskeeper|Joel D. Wynkoop|Michele L'Amourt|John A. Schakel Jr.|Bob Glazier|Leo Demski|Gianpero Fuentes|John Gabriel|Jil Myers|Owen Robertson|Robin Ruhmke|Jeremiah Vaughn|Thomas Williamson","English","Sarasota, Florida, USA",
"Zombie Beach (2010)"," Action| Comedy| Horror| Musical| Mystery| Romance| Thriller","21-Feb-17","USA","UNRATED",6.9,"71 min","Directed by Mukesh Asopa. With Mukesh Asopa, Katherine Stefanski, Kamal Nandi, Kevin Tracy. Centuries ago, rather than have a full out war of the revelation, a deal was struck between the heroes of the good and the evil. The beach you visited was sanctioned to the evil. There, the undead could walk like living beings among us.","Mukesh Asopa|Katherine Stefanski|Kamal Nandi|Kevin Tracy|Kristi Woods|Rick Cordeiro|Ariestarr|Dane Beck|Patrizia Berardini|Shayne Cameron|Alex Currie|Lisa Dang|Andrew Demarsh|Wade Gamble|Thai Huynh","English",,"  CAD 100,000  "
"Time to Kill (2014)"," Action| Horror| Thriller","21-Mar-14","USA",,5.7,"71 min","Directed by Brian Williams. With Ellie Church, Debbie Rochon, Charlie Moon, Jason Hignite. For Sara theres no time to waste, no time to lose, theres only.Time to Kill","Ellie Church|Debbie Rochon|Charlie Moon|Jason Hignite|Christine Carollo|Miles Spinelli|Edward Gracey|Cassandra Baun|Brigid Macaulay|Kristi Komet|Danyelle Rayna|Maella Cai Vane|Bob East|Branden Yates|Lady","English","Indianapolis, Indiana, USA","$10,000 "
"Feed the light (2014)"," Horror","12-Apr-14","USA",,7.2,"75 min","Directed by Henrik Möller. With Lina Sundén, Martin Jirhamn, Jenny Lampa, Patrik Karlson. Sara takes a job as a cleaner to find her missing daughter and strikes an uneasy alliance with the sinister janitor. They venture with a small group into the abyss underneath Malmö and the heart of darkness.","Lina Sundén|Martin Jirhamn|Jenny Lampa|Patrik Karlson|Ingrid Torstensson|Morgan Schagerberg|Henrik Möller|Henrik Rambe|Peter Wirén|Håkan Elliot|Frank|Niklas Jönsson|Peter Persson|Osten Östberg|Karin Bertling","Swedish|Scanian","Malmö, Skåne län, Sweden","  SEK 100,000  "
"Cool as Hell (2013)"," Comedy| Horror","19-Feb-13","USA","NOT RATED",4.4,"100 min","Directed by James Balsamo. With James Balsamo, Tom Savini, Andrew W.K., Dan E. Danger. When a friendly demon helps two guys to meet girls, the portal to hell also lets in a more evil creature that starts terrorizing the town.","James Balsamo|Tom Savini|Andrew W.K.|Dan E. Danger|Frank Mullen|David Naughton|Billy Walsh|Tim Ritter|Scott Levy|Donald Farmer|Caleb Emerson|Lauren Adamkiewicz|Samantha Rose|Sam Awry|Mike Ceglia","English","New York City, New York, USA","$60,000 "
"O.T. The Movie (2014)"," Comedy| Horror| Thriller","23-Oct-14","Thailand",,6.4,"96 min","Directed by Isara Nadee. With Ananda Everingham, Patty Hokari, Ray MacDonald, Akkarat Nimitchai.","Ananda Everingham|Patty Hokari|Ray MacDonald|Akkarat Nimitchai|Nalintip Permpattarasakul|Atthaphan Poonsawas|Shahkrit Yamnarm","Thai",,
"21 (2016)"," Horror","29-Jul-16","India",,8.2,"98 min","Directed by Jaishankar Chigurula. With Viswa Kamal, Naveen Maryada, Vindhya Yadav. Facebook fraud causes a young woman to commit suicide. Her ghost keeps her Facebook account active, and kills anyone who tries to friend her. She kills nineteen people before the perpetrator of the fraud figures out what's going on - but his discovery comes too late to save him. The suspense lies in waiting to see whether the young woman's true love will be her twenty-first victim.","Viswa Kamal|Naveen Maryada|Vindhya Yadav","Telugu",,"  INR 173,000  "
"The Giant Spider (2013)"," Horror| Sci-Fi","1-May-13","USA",,6.6,"71 min","Directed by Christopher R. Mihm. With Shannon McDonough, Daniel Sjerven, Billie Jo Konze, Michael Cook. When radiation left behind by atomic weapons testing creates a gigantic killer mutant arachnid, it's up to a trio of scientists, an Army general, and a newspaper reporter and his fiancée to figure out how to stop the hungry beast from devouring the entire county in writer/director Christopher R. Mihm's ode to the giant bug films of yesteryear!","Shannon McDonough|Daniel Sjerven|Billie Jo Konze|Michael Cook|James Norgard|Mark Haider|Ware Carlton-Ford|Aaron Courteau|Elliott Mihm|Alice Mihm|Stephanie Mihm|Cherie Gallinati|Kira Pontiff|Melissa Dirtzu|Ann Segar","English|Esperanto","Arden Hills, Minnesota, USA","$7,500 "
"Dark Waves (2015)"," Fantasy| Horror","9-Aug-16","USA","R",4.3,"86 min","Directed by Domiziano Cristopharo. With Giovanni Andriuoli, Angelo Campus, Luca Canonici, David D'Ingeo. Strange events in the open sea haunt two young lovers in this supernatural fantasy. When the couple finds rare gold, they unlock a dark adventure filled with zombie pirates out for vengeance.","Giovanni Andriuoli|Angelo Campus|Luca Canonici|David D'Ingeo|Nancy de Lucia|Gabriele Guerra|Arian Levanael|Antonella Salvucci","Italian","Italy","  €100,000  "
"Pwera usog (2017)"," Horror","8-Mar-17","Philippines",,7.1,"93 min","Directed by Jason Paul Laxamana. With Joseph Marco, Sofia Andres, Albie Casiño, Devon Seron. It tells the story of a group of pranksters who scares a homeless girl and accidentally injuring her. One by one, they start encountering a shadow whose glare causes them to fall severely ill and die.","Joseph Marco|Sofia Andres|Albie Casiño|Devon Seron|Kiko Estrada|Aiko Melendez|Eula Valdez|Cherise Castro|Rommel Padilla|Ashley Sarmiento|Gelo Alvaran|Pontri Bernardo|Erlinda Villalobos|Basti Santos","Filipino|Tagalog",,
"Bad Building (2015)"," Horror","6-Aug-15","USA","NOT RATED",3,"75 min","Directed by Philip Granger. With Simone Alexander, Jimmy Breau, Kindall Charters, Bram Costello. The Desmond has stood empty for years. With a history of fires, murders and madness not even squatters will go there. But now Johnny Craig, host of 'America's Most Haunted', is going to host a prime-time special there.","Simone Alexander|Jimmy Breau|Kindall Charters|Bram Costello|Paige Farbacher|Havana Guppy|Taylor Hastings|Glenn Hoffmann|Nora Jamal|Justin Jones|Kayla Lynn Lewis|Anthony MacLean|Will E. McDonald|Yuki Morita|Heidy Rincon","English",,
"Paranormal Island (2014)"," Horror","10-Dec-16","Philippines","NOT RATED",3.1,"82 min","Directed by Marty Murray. With Briana Evigan, Lance Henriksen, Randy Wayne, Brian Christensen. When 3 college kids take a summer job its a chance of a lifetime to bartend at a bar in the middle of a lake! The bar has been around for over a hundred years and is presumed by many locals to be haunted, after the owner killed himself many years before. Unfortunately they miss the last boat off the island and are stuck trying to find a way off. As darkness falls, they quickly realize things are ...","Briana Evigan|Lance Henriksen|Randy Wayne|Brian Christensen|Ben Elliott|Joe Farina|Eddie J. Fernandez Jr.|Stacy Fuson|Patrick Giraudi|Sarah Karges|Ashley Lobo|Ben Marten|Steve Rally|Tony Valle|Quincy Villanueva","English","Antioch, Illinois, USA","$2,000,000 "
"Darkness Wakes (2017)"," Horror","28-Aug-17","UK",,5.2,"97 min","Directed by Simon Richardson. With Aisling Knight, Richard Kilgour, Nick Bridge-Butler, Jill Buchanan.","Aisling Knight|Richard Kilgour|Nick Bridge-Butler|Jill Buchanan|Bjorn Franklin|Jane Paul-Gets|Raph|Samantha Schnitzler|Matt Veckman","English",,"  £1,850,000  "
"The Jokesters (2015)"," Comedy| Horror| Thriller","21-Jul-15","USA","NOT RATED",3.6,"80 min","Directed by AJ Wedding. With Nathan Reid, Gabriel Tigerman, Luis Jose Lopez, Dante Spencer. Four friends prank a Cabin in the Woods nightmare on their friend's honeymoon so well that it actually becomes The Cabin in the Woods horror in real life.","Nathan Reid|Gabriel Tigerman|Luis Jose Lopez|Dante Spencer|Jen Yeager|Jodie Bentley|Jim Dowd|Angie Simms|Sandra Stone|Vanessa Elese Garcia|Caryn West|Michael Scheafer|Sammy Sage|Chamia Lane|Chris Fernandez","English","Los Angeles, California, USA",
"House of Blood (2013)"," Action| Horror| Thriller","10-Apr-13","USA",,6.3,"88 min","Directed by John Rusnak. With Peter Hooten, Brian Kahrs, Mike Kradlak, Jade Marie Lorraine. In the tradition of Friday the 13th and My Bloody Valentine comes the House of Blood. The sweltering laid back summers nights of Miami Beach usually full of dancers and nightlife turns bloody as a crazed masked killer kidnaps a young stripper. Detective Mcavoy and his partner are thrust into the killers dark twisted world in an attempt to stop him from killing again. They take the risk of ...","Peter Hooten|Brian Kahrs|Mike Kradlak|Jade Marie Lorraine|Owen Harn|Lauren Nash|Tiffany Gans|Armand Antonio Vidal|Ken Anthony II|Margrette Auril|Wes Boland|Christopher d Boone|Sandra Boone|Annette Breazeale|Robert Brown","English","Sarasota, Florida, USA","$250,000 "
"Expiration (2011)"," Horror| Thriller","12-Mar-14","Philippines","NOT RATED",6.1,,"Directed by Alastair Orr. With Brandon Auret, Clive Gilson, Craig Hawks, Christien Le Roux. Four participants sign up for a mysterious medical test.","Brandon Auret|Clive Gilson|Craig Hawks|Christien Le Roux|Ryan Macquet|Alex Radntiz|Nic Rasenti|Ingeborg Riedmaier|Justin Strydom|Michael Thompson","English","Johannesburg, South Africa","$70,000 "
"Still Life (2014)"," Horror| Mystery| Thriller","5-Mar-15","Argentina",,6.8,"97 min","Directed by Gabriel Grieco. With Sabrina Carballo, Luz Cipriota, Ezequiel De Almeida, Cristian Toti Iglesias. In a town of Argentina, 'the country of barbecues', people linked to the cattle industry start to disappear. A journalist start to research; soon she'll find out a dark secret.","Sabrina Carballo|Luz Cipriota|Ezequiel De Almeida|Cristian Toti Iglesias|Walter Leiva|Nicolas Maiques|Liz Moreno|Berta Muñiz|Mercedes Oviedo|Juan Palomino|Nicolás Pauls|Verónica Pelaccini|Nestor Sanchez|Patricio Sardelli|Amin Yoma","Spanish",,
"Kud Krachak Krien (2017)"," Horror","6-Apr-17","Thailand",,3.4,,"Directed by Poj Arnon. With Paweena Chariffsakul, Kunatip Pinpradub, Anon Saisangcharn, Kittipat Samarntragulchai.","Paweena Chariffsakul|Kunatip Pinpradub|Anon Saisangcharn|Kittipat Samarntragulchai|Puvadol Vechwongsa","Thai",,
"Chill: The Killing Games (2013)"," Horror| Mystery| Thriller","22-Sep-15","USA",,3.4,"114 min","Directed by Noelle Bye, Meredith Holland. With Roger Conners, Bradley Michael Arner, Kelly Rogers, David Gilmore. When a group of college students attempt to turn an ill-fated campus tradition into a viral-game, the players become trapped in an all too real battle for survival against a violent masked assailant.","Roger Conners|Bradley Michael Arner|Kelly Rogers|David Gilmore|Jason Orr|Angelia DeLuca|Erinn Bakun|D.J. Remark|Michael Kafury|Wednesday Vinson|Rick Montgomery Jr.|Meredith Holland|Bella Sin|Theresa Pedone|Janine Sarnowski","English","Garfield Heights, Ohio, USA","$3,000 "
"Pretham (2016)"," Comedy| Horror| Mystery","12-Aug-16","India",,6.6,"126 min","Directed by Ranjith Sankar. With Jayasurya, Govind Padmasoorya, Aju Varghese, Sharafudheen. Three friends run a beachfront hotel leaving their jobs. Now their hotel is haunted by paranormal phenomenons. A cold reading psychic John Don Bosco enters their life and Clara's phantom realm to solve the troubling mystery.","Jayasurya|Govind Padmasoorya|Aju Varghese|Sharafudheen|Shruti Ramachandran|Sharanya Menon|Hareesh Peradi|Pearle Maaney|Vijay Babu|Devan|Anjana Appukuttan|Dharmajan Bolgatty|Byon|Sathi Premji|Arya Rohit","Malayalam",,
"Sodomaniac (2015)"," Comedy| Horror",2015,"USA",,7.3,,"Directed by Anthony Catanese. With Craig Kelly, Allan Sconza, Steve Bump, Diana Caraccio. A group of degenerate serial date rapists have the tables turned on them when a masked killer begins to hunt them down one by one, and killing them in the most painful, degrading way possible.","Craig Kelly|Allan Sconza|Steve Bump|Diana Caraccio|Quentin Carpenter|Carla Da Divva|Peter Dudley|Holly Feehan|Dale Gordon|Jim Grazz|Lawrence R. Greenberg|Nick Guzman|Nicole Hamilton|Greg Kline|Janice Lang","English","Trenton, New Jersey, USA","$850 "
